title,category,multiclass,content
"John E., gaganap na ama at ina!",E,2,balik acting agad john estrada sundalong haharapin pinakamatinding buhay pagiging ama ina anak ngayong gabi jan mmk kilala recho john matapang masipag sundalo nagsisilbi philippine army harap dala wang anak sina angelique jane de leon lorenz bugoy carino mabait maunawain ama magbabago ikot mundo tulu yang nawasak pagsasama asawa siyang sanhi bigla siyang single father malalampasan recho pagsubok magagawang mag silbi bayan itaguyod anak mag-isa kasama episode sina jerome ponce rochelle barrameda rilyn villa mayor r onnie quizon erin ocampo jomari angeles nuel chua marco masa miel espinoza alex castro episode direksyon frasco mortiz panulat arah badayos akeem del rosario mmk pinamumunuan star creatives coo malou n santos panoorin libre latest episodes iwantv com ph oskyondemand com ph sky subscribers
I KNOW BETTER!: Binondo nabulabog sa cast ng Mano Po 7,E,2,magkama yaw shoppers lucky chinatown mall residente binondo nu linggo masilayan person sina richard yap jean garcia jake cuenca enchong dee marlo mortel bahagi promotions regal movie mano po chinoy naglabasan talaga mall gustong maka kita cast yung loob bahay naglalakad eh nagsuguran malapit karosa nagpista kaguwapuhan male stars yung lalaki naman gandang-ganda jean siyempre lumikha traffic nilalakbay float papuntang binondo plaza eh hagad namang nagdi-direct trapik yung security hawak taling bumabakod karosa smooth lakad present mag-inang lily roselle monteverde nakitambol mother members nagsagawa lion dragon dance matching yaw-sayaw trak parade nagdagdag kasiyahan cast mall show chinatown walk mall grabe hiyawan sumalang marlo lalong lumakas umapir stage jake cuenca luwa naman mata kalalakihan lumabas jessy mendiola naipit traffic nakaabot parade pandemonium naman enchong gumiling-giling stage siyempre guwapung-guwapo richard parang pinapawisan fresh fresh huh kasama nag-imbita tao asawa jean nabuong loveteam mp huh lucky chinatown mall dumiretso kapagurang cast family drama mapapanood miyerkules disyembre aamin young actor ronnie alonte lumabas sex scandal sangkot eh kumalat sex video tinurong involved napanood aminado siyang kamukhang-kamukha lalaki talaga yun natawa lang pati mommy sinabing lang pansinin meron aamin sasabihin po yon wala talaga diin ronnie pocket presscon festival movie reality entertainment seklusyon main cast magkahawig man mata kilay lala king video lang hugis mukha mahaba baba malaki ilong aaminin talaga kaliwa kamay ginagamit lalaki roon kanan po talaga saka katawan po akong taling tapos balat pusod mahaba balat talaga simula pagkabata katwiran ronnie course tsismis sex video ronnie kaabang-abang horror movie seklusyon lang horror film festival heto naipalalabas pelikula isinali international film festival awards macau last weekend nakamit nina dondon monteverde producer direk erik crouching tiger award nasabing mo viefest huh
3 carnappers nalambat,C,0,binalaan kahapon may-ari rent car mag-ingat gumagawa modus operandi nagkukunwaring magrerenta sasakyan matapos maaresto notoryus karnaper pasay city kahapon inilatag entrapment operation tauhan anti-carnapping ancar criminal investigation detection group cidg pasay city police tuluyan naaresto suspek sina arnold castillo regen gallanit tubong zamboanga sibugay joemix akaitan residente brgy binungkalan cebu ps ins maynard pascual hepe ancar dakong alas- gabi magsagawa operation tauhan parking area hotel rotonda branch edsa taft avenue pasay city narekober kulay gray toyota hi-ace plakang yw- pag-aari spo elizer gilbert nakatalaga nueva ecija police provincial office
Ex-administrator kinasuhan ng libel,P,5,sinampahan kasong libelo paglabag cyber crime law dating administrator eskuwelahan on-line editor interaskyon com mataas opisyal subic bay metropolitan authority sbma kamakalawa hapon hall justice olongapo city -pahinang complaint affidavit isinumite sbma senior deputy administrator stefani sano olongapo city associate prosecutor rommel baligod ipinagharap demanda sina ansbert joaquin dating administrator comteq computer business college robert alampay online-editor interaksyon com paglabag article revised penal code libel republic act cyber crime prevention act nag-ugat naturang kaso matapos magpalabas open letter joaquin interaksyon com pinayagan umano alampay editor artikulo malicious intent kaugnay pagkakabinbin business permit dati nitong pagmamay-ari eskuwelahan humihingi tulong pangulong rodrigo duterte upang mapabilis proseso maisyu permit tinutukoy open letter maisyu permit totoo compliant deficiency papers kaming considerations ibinigay alang-alang estudyante sano eksklusibong panayam abante kabila umano hiningi sano joaquin i-retract naunang pahayag subalit tumanggi huli upang magsampa kasong libelo kabilang alampay
"Lovi-Tom Cuba trip, pinagselosan ni Carla?",E,2,magkasama limang-araw sina lovi poe tom rodriguez cuba roon summer pictorial clothing brand ini-endorse manager aktor popoy caritativo nagpaalam series somene watch nakapunta commitment naming instagram posts lovi tanging lang picture ibang lugar bansa picture lang tom wala kasing internet hotel post tom rason popoy biro popoy baka natakot lang alaga mag-post magkasama lovi baka magselos naman carla abellana huh remember nu ipalabas lampungan nina lovi tom stwom kumalat balitang nagselos carla huh naku intrigero talaga ha ha ha bulalas manager
NCAA: SAN BEDA ISANG HAKBANG SA KORONA,S,6,naihabol mike daniel riconalla pandiin puntos akbayan san beda kontra defending champion arellano university - kahapon nd ncaa football tournament rizal football field umiskor graduating marketing student riconalla st minute upang selyuhan panalo red booters lumapit leaue-best nd championship seniors division huling laro san beda college saint benilde blazers martes match really preparing hard saad san beda coach michael pediamonte pangalawang panalo san beda final four matapos first round pennant unang kinalos lyceum philippines - fil-brit connor tacagni bayani red booters talunin pirates talo bigo chiefs asam mapanatili korona bakuran nalasap arellano u pangalawang su nod talo f samantala namumuro san beda makopo korona juniors division matapos payukuin arellano u -
Duterte sa Japan: ‘Pinas open for business,P,5,inengganyo pangulong rodrigo duterte japanese businessmen mamuhunan magbukas negosyo pilipinas talumpati pangulong rodrigo duterte philippine economic forum japan kahapon binigyan-diin pagsusulong lakas ugnayang pang-ekonomiya pilipinas japan pangulong digong patuloy magiging prayoridad pilipinas relasyon japan lalo pagdiriwang ika- taon bilateral relations bansa look japan steady fulcrum regional engagements philippines first bilateral free-trade partner date top trading partner top source approved investments second major source official development assistance paghahayag duterte samantala luncheon inihanda japanese business organizations nagpaabot mensahe labis pasasalamat pangulong duterte negosyanteng hapones
"THE SOURCE: MAXINE, AWARE SA ‘AWAY’ NG MGA PINOY SA ISYU NG INTERPRETER!",E,2,beach unang miss universe philippines maxine medina anuman resulta pagsali th miss universe mangyayari january mall asia arena nami-miss gawin beach like town talaga maxine makausap noong sabado meet greet pldt home kandidata th miss universe tanong hihingin tulong interpreter question answer miss universe sakali mapili top candidate sinabi maxine wala itong natatanggap balita kino-consider gumamit translator aware maxine nag-aaway-away pilipino isyu paggamit interpreter natutuwa natatanggap suporta nakakatuwa naman pilipino nararamdaman yung kaba yung takot siyempre pressured kasi ma-keep yung crown country ani maxine favorite fashion designer maxine rhett eala gagawa gown national costume gagamitin miss universe competition tumanggi maxine i-describe design national costume raw puwedeng ipakita kauna-unahang pagkakataon nagkasama-sama dinner ginanap okada manila hotel noong sabado sina miss universe gloria diaz miss universe margie moran miss universe pia wurtzbach country gloria noong january margie lang sumipot homecoming tribute pia ginanap smart araneta coliseum nagkita dinner sina maxine gloria nakatikim batikos statement one million tsansa magkaroon back back win miss universe pilipinas host country minasama maxine opinyon outspoken former beauty queen misunderstood gloria panayam mario dumaual kina margie maxine good hostess bansa payo former miss universe philippine bet th miss universe want tell good hostess enjoy enjoy gonna happier payo margie maxine pleased meet excited enjoying happier naman flattered sagot maxine inulit lang sinabi miss universe
P50-M tulong sa Nina victims dodoblehin ni Digong,EC,3,naga city handang doblehin pangulong rodrigo duterte ipinangakong p milyon tulong magsasakang apektado pananalasa bagyong nina bicol pagbisita pangulong duterte camarines sur ipinangako p milyon department agriculture da tulong muling pagbangon magsasakang nasalanta bagyo pangulo puwedeng dagdagan p milyon bukod naturang halaga da secretary manny pi ol mamimigay binhi magsasaka makapagtanim agad lalong madaling panahon kabilang dako binigyan-diin pangulong rodrigo duterte ibang pagbisita naturang lalawigan kundi trabaho tiniyak halong korupsiyon tulong iniabot biktima kalamidad
2-taon lang ako! — PDU30,P,5,handang bumaba puwesto pangulong rodrigo duterte ipauubaya pamumuno bansa sandaling maipasa isinusulong nitong federal system government taon federalism solution done give word step president wala akong ambisyon magpatagal power crave giit pangulo presscon kahapon madaling-araw davao international airport pagdating state visit cambodia singapore binanggit ngulo napakatagal serbisyo kabuuan umaabot -taon maluklok mayor vice mayor congressman davao city tanging hangarin aniya mapasaya kababayan find peace country needs happy comfortable dream pangulo
30-katao nasaktan sa karambola ng 6 sasakyan,D,1,humigit kumulang -katao iniulat nasaktan banggaan sasakyan kahapon tanghali lungsod makati batay report metropolitan manila development authority mmda closed van taxi bus motorsiklo kabilang nagkarambolang sasakyan naganap insidente dakong ala-una hapon kahabaan epifanio delos santos avenue edsa northbound cor ayala ave naturang lungsod ambulansya makati rescue mmda agad rumisponde pinangyarihan insidente nagdulot naman bahagyang trapiko kahabaan magallanes flyover patuloy namang iniimbestigahan awtoridad sanhi banggaan
20 patay sa lamig,D,1,umakyat mahigit -katao namamatay nara ranasang malamig panahon bansa europe ulat agence france-presse namatay bansang poland migrants naman iraqi somali malapit turkish-bulgarian border nakapagtala pagkamatay lamig italy czech republic ukraine maraming palipa ran paaralan russia nagsara pag-ulan yelo noong nobyembre nakapagtala awtoridad -katao namatay taglamig kabilang nasawi -anyos lalaki natagpuang matigas bangkay macedonian capital skopje bumagsak - degrees celsius temperatura
Olympic golds binawi sa 3 Chinese,S,6,lausanne switzerland chinese women weightlifters tinanggalan olympic titles ping balwarte beijing games nahaharap china one-year ban international weightlifting federation eskandalo three olympic doping disqualifications re-testing program international olympic committee nag-anunsyo verdicts biyernes manila time inalisan ioc beijing bronze dal women shot put nadzeya ostapchuk belarus noong huwebes unang nabaklasan ostapchuk gold medal olympic title london games separate doping case four medalists bagong disqualifications binunyag latest round extensive program gamit new tests ma-re-analyze samples kinulekta beijing london olympics inihayag ioc three chinese weightlifters nag-tested positive ghrp- nag-i-stimulates production growth hormone sina cao lei -kilogram class chen xiexia kg liu chunhonog kg positibo liu also sibutramine banned stimulant liu athens olympics champion weight class cao chen world champions noong
NCAA: Lady Pirates nilunod ng Lady Altas,S,6,humugot bench perpetual help coach sammy acaylar upang ibalibag lyceum philippines - - - kahapon wo men division nd ncaa volleyball tournament filoil flying v center san juan city matamlay laro nina team captain cindy imbo lourdes clemente tinapik acaylar bench sina jamela suyat coleen bravo jowie albert versoza maganda resulta nanatiling buhay asam lady altas makapasok final four kumana sina su yat bravo versoza points pagkakahilera upang itarak - card perpetual tumulong reserve maria aurora tripoli puntos perpetual pang ipanalo da lawang natitirang laro sumampa semi finals faith players deliver given chance saad perpetual help coach sammy acaylar sunod makakalaban las pi as-based school jose rizal enero arellano u jan know hearts still believe ani acaylar nalasap lady pirates pangalawang talo laro natumbok emilio aguinaldo unang panalo ngayong season matapos yukuin mapua - - - battle win-less squads men action pinulbos mapua eac - - - - manatili final four race tangan - mark
WHO: Zika virus ‘di na int’l concern,H,4,idineklara world health organization itinuturing international emergency zika virus nangangailangan pang matagalang pag-aaral masolusyunan nabatid unang idineklara emergency committee noong pebrero public health emergency international concern pheic zika virus kabila itinuturing hamon pampublikong kalusugan zika nangangailangang aksyunan itinuturing international concern tinanggap naman director-general dr margaret chan rekomendasyon umano mamantine preventive measures maiwasan sexual transmission virus nagreresulta pag liit ulo sanggol sinapupunan microcephaly importante maiwasan buntis bumiyahe lugar nangyayaring transmission zika virus
"TALBOG!!!: LAUREN, MAY BANTA KAY JANINE!",E,2,kumpirmado ngang magsasama pinakabagong series gma legally blind talented kapuso actres ses sina janine gu tierrez lauren young first time work together excited upcoming show balita heavy drama talaga parehong ex elmo pagkakataong maipapakita problema dagdag source magkapatid roles sibling rivalry mukhang kaabang-abang talaga harapan unique plot istorya daw maiinit eksenang sampalan siguradong tututukan viewers malaking special guest makikita first time work super excited find new friend also know janine professional work yeah paghandaan natatawang say lauren janine tanong tuloy kasama ba abangan komprontasyon kasamang sampalan batuhan masasakit salita unang bibigay pinakilig karelasyon host carla abellana instagram followers mag-post sweet message tom rodriguez umalis papuntang us sikat kapuso tour gma pinoy tv terrace theater long beach california kasama pang kapuso artists sina alden richards lovi poe betong sumaya dennis trillo tom rodriguez jennylyn mercado hinatid pala aktor airport kasama alaga aso carla caption mami-miss bub sobra akosimangtomas di ba magkasama noong new year tom alam mag-i-extend stay dun tom makasama pamilya bonggang-bongga guwapings huh talaga mapigilan sina jak roberto addy raj ken chan ivan dorschner pagpapakilig lang barbie forteza kundi pati loyal viewers gabi-gabi meant pakiramdam every night silang pasabog fans itong palampasin recent episode nagpakita kani-kanilang pandesal aka abs nagkamayaw netizens viewers magkaroon kani-kanilang bet ba piliin barbie naku going tough competition barbie tatanungin basehan pagpili lalaking mamahalin samantala wala kayang pag-asang magkaibigan sina yuan ken chan billie barbie forteza patutungo namumuong closeness nina ethan ivan dorschner billie yan abangan pinakabagong kilig series kapuso network gma telebabad
"15 babae, patay sa air strike",D,1,patay kababaihan suga tan inilunsad air strike shrine malapit siyudad kirkuk northern iraq local council chief amir huda karam kinumpirma dr abbas mustafa dakuki dinala local pagamutan kilometro timog kirkuk inatake jihadists islamic state group kirkuk mailigaw libu-libong tropa militiaman papalapit mosul iraq
3 ligtas sa chopper crash,D,1,himalang nakaligtas sakay navy helicopter makaraang bumagsak ilog virginia usa ulat tanging galos ibang bahagi katawan tina mo crew members bumagsak sinasakyang helicopter base inisyal imbestigasyon bumagsak helicopter biktima james river nagsasagawa pagsasanay agad sumaklolo saksi mabilis ding tumawag tulong awtoridad sinaklolohan sakay helicopter patuloy ginagamot ospital naval medical center portsmouth biktima idineklarang ligtas
KOTONG SA 'DRUG WAR',C,0,grupo kumikita pangongotong biktima tinatakot drug list target operasyon pulisya magbabayad p p ipinarating abante p supt ric villanueva commander provincial public safety command kilalang tao lalawigan humingi tulong umano natatanggap extortion thru text nagpapakilala umano grupo osamis group sinasabihan text bibiktimahin kasama pinupuntirya target list pulisya ilegal gawain mag-alala bahala basta maibigay hinihinging pera p p nakalagay umano text magkano ipapangalan ipadadalang pera kabilang kumonsulta umano villanueva humingi tulong university president lalawigan district engineer dpwh barangay captain kilalang negosyante nagsasagawa umano extortion group background check bibiktimahin pinayuhan villanueva agarang makipag-ugnayan pulisya
Bagong dating na LPA 'di magiging bagyo,D,1,nakapasok philippine area responsibility par binabantayang low pressure area lpa pacific ocean kagabi malabo naman itong makaapekto bahagi bansa itong malayo huling namataan lpa kilometers virac catanduanes alas- kagabi dagdag pagasa mahina tsansa bagyo nasabing lpa
"Simbahan pinasabugan, 4 paslit nadale",T,7,bata nasawi pang paslit sugatan pag-atake teroristang islamic state simbahan isla borneo ulat sinabi east kalimantan police spokesman fajar setiawan binawian buhay biktimang ade intan marbun -anyos kumplikasyon natamo nitong sunog ibang bahagi katawan imbestigasyon awtoridad tinukoy umatakeng miyembro -anyos dating terror convict bayan bogir west java naghagis molotov cocktail sinasak yan nitong motorsiklo oikumene church samarinda sinasabing nahatulan nasabing suspek pagkakakulong taong pagkakakulong noong pag-atake nakalaya noong hul yo isinagawa pag-atake
WHITE HOUSE NAIRITA NA!,P,5,kauna-unahang pagkakataon nakitaan pagkairita white house pinakahuling katagang binitiwan pangulong rodrigo duterte china partikular anunsyo nitong pakikipaghiwalay pilipinas amerika napagbuntunan white house spokesman trade sec ramon lopez ginagawang paglilinis maanghang salita philippine leader espesipikong napagbuntunan white house spokesman trade sec ramon lopez ginagawang pag lilinis maanghang salita philippine leader white house official residence seat power us pre sident malaca estados unidos itinuturing white house offensive salitang binitiwan pangulo pilipinas noong huwebes beijing china patungkol agrabyadong kalagayan bansa mahabang panahong pakikipagrelasyon amerika time say goodbye kahapon biyernes washington c sinabi white house spokesman john earnest salita duterte creating unneces sary uncertainty relationship umano nakaklaro pangulo kabila pahayag naman ngulong duterte kahapon madaling-araw arrival speech davao city international airport pagkagaling china state visit severance ties say severance ties cut diplomatic relations cannot said separation really saying separation foreign policy ulat cnn cable news network washington pahayag ngulo little ease us concerns sudden tensions allies years dagdag ulat philippines leader comments risk disrupting us ties country us ties larger asia-pacific region president barack obama made central pillar foreign policy ambitions looks anchor us pacific century inilarawan cnn report unusually sharp reaksyon earnest pagtatangka opis yal gabinete duterte klaruhin separation remarks reflect white house uneasiness implications country stance tinutukoy ulat trade sec lopez kamakalawa nagsabing statement president made maintains relationship west saying less dependence one side world hingan cnn komento pahayag lopez sinabi white house spokesman dubbed person filipino mike pence mike pence vice presidential candidate republican eleksyon us kalimitang taga linis taga-labnaw kontrobersyal ding salita gop presidential candidate donald trump kinarga business insider website pangkaraniwang reaksyon white house sinabing first time duterte ruffled us feathers september president barack obama canceled trip philippines duterte called son bitch told go hell samantala nagpahayag kahapon pangamba dating pangulo ngayo manila mayor joseph estrada matapang pagkalas pangulong duterte kontrol impluwensya amerika baka kumilos huli mapatalsik puwesto yun pangamba kin e ani estrada tinutukoy pag-impeach noong raramdaman yung nararamdaman president duterte nagpahayag solidong suporta dating pangulo mapangahas pasya kasalukuyang pamahalaan di komo tinutulungan us papakialaman naman internal problems natin sove reign country constitution estrada tama naman pangulong duterte nakikialam dagdag us sinabi estrada sinusuportahan pakikipag-alyansa duterte china nakikialam independence idinagdag estrada noong pangulo bansa palaging nakikialam amerika reaksyon malaca appre ciate mayor joseph estrada concern text message communications sec martin andanar dinugtong agad text sure us government continues respect de mocratic institution phi lippines
P4.8M infra projects sa Surigao,EC,3,pinagkalooban department social welfare development dswd p million infrastructure project taga-surigao del norte bahagi local poverty reduction pamahalaan kapit-bisig kahirapan comprehensive integrated delivery social services kalahi-cidss field office caraga region layunin dswd mabigyan social services taga bayan sta monica dswd caraga general administration support services division gassd chief ramel jamen proyekto pagtutulungan local government unit national government matupad pangakong social services mamamayan surigao del norte kalahi-cidss sub-projects binubo linear-meter concrete pathway brgy abad santos nagkakahalaga p
11 pupils pinagsasaksak sa school,C,0,aabot bata pawang estudyante kindergarten school nasugatan makaraang pagsasaksakin lalaking naghuramentado southern china ulat xinhua news agency biktima seryosong kondisyon inisyal imbestigasyon bigla sumampa bakod eskuwelahan southern guangxi zhuang autonomous region di nakilalang suspek armado patalim habas nanghabol bata pinagsasaksak agad namang sumaklolo sibilyan staff paaralan hinabol -anyos suspek masukol wala namang ibinigay awtoridad posibleng motibo lalake naturang pagwawala
Ph cycling team sasabak sa Melbourne,S,6,lilipad papuntang melbourne australia ngayong araw -ele ven road bike philippines makipaggitgitan world tour riders jayco herald sun tour nagsayang oras philippine team nagdesisyon umalis matapos makuha visa noong biyernes magsisimula karera pebrero nabigong makasali phl team new zealand classic nakaraan matapos magka problema visa pilipinas continental squads naimbitahan prestihiyosong event kasali world tour teams pro continental da lawang national teams new zealand host australia miyembro road bike philippines sina mark galedo marcelo felipe rustom lim edgar nieto jesse ewart craig evers josh berry
"Anti-Hate Crime Law, tatrabahuhin",P,5,itutulak kabataan partylist th congress anti-hate crime law kasunod insidente pagpatay transgender ashley ann reilley kamakailan binalangkas kabataan partylist hate crime prevention act ihahain pagbubukas susunod kongreso kabataan rep sarah elago nakapaloob magiging aggravating circumstance krimen pagpuntirya biktima relihiyon kasarian nationality kapansanan
JIHADISTS: CREATE BOMB FOR MISS UNIVERSE!,T,7,target terorista miss universe idaraos bansa matapos manawagan jihadists bombahin naturang pagtatanghal susunod taon ulat international broadcaster rt tv sinabi nitong nanawagan jihadists video ini lagay online atakihin miss universe pageant nag-iwan instructions paanong bomba explosive belt philippines jihadists telegram channel posted video making explosive belt suggested create bomb miss universe ani ulat iniwan umano terorista telegram messenger group hinimok philippines supporters gawin nakasaad ulat site intelligence group siyang nagmo-monitor online activity ibang jihadist organizations buong mundo gaganapin international beauty pageant enero sinasabi organizers idaraos kabilang diumano venue philippine arena bulacan province mall asia pasay city grupo terorista bansa abu sayyaf group bangsamoro islamic freedom fighters maute group nagpahayag allegiance islamic state wala pang pahayag militar pamahalaang duterte naturang pagbabanta
DOLE: Ibigay n’yo ang 13th month pay,EC,3,bayaran pribadong employer th month pay manggagawa lalagpas disyembre muling paalala department labor employment dole sec silvestre h bello iii pribadong emplo yers buong bansa spirit christmas appeal emplo yers give workers th month pay better yet pay kailangang bayaran employer rank-and-file employee th month pay anuman uri empleyo pamamaraan pagbabayad sahod basta nakapagtrabaho buwan kasalukuyang taon ani bello sinabi pagbabayad th month pay labor code phili ppines patakaran regulasyon pagpapatupad
"KYLIE, ‘MATAPANG’ SA PAGSUBOK! Padilla siya, eh!",E,2,malaki pagbabago magaganap kuwento encantadia karakter mawawala malalaking eksena mapapanood patayin amihan cha racter kylie padilla hiling gma management tagahanga malulungkot todo nangyari kinatatakutan bukas january th birthday kylie supporter patayin karakter pinakamaganda birthday gift matatanggap aktres papasok bagong chapter buhay matapang matatag prinsipyo karakter amihan hinahangaan viewers encantadia alam kylie humuhugot inspirasyon lakas loob role top rating telefantasya gma lumaban nabigo bumangon caption litrato kylie amihan teaser encantadia binigyan malalim kahulugan nakakaalam katotohanan ipag-alala nagmamalasakit kylie anuman pinag daraanan tiyak malalampasan buong tapang padilla
500 bahay naabo,D,1,patu loy kahapon social workers pagtulong mahigit katao nawalan tirahan matapos lamunin apoy lugar isabela city basilan province muslim autonomous region mindanao department social welfare development dswd bureau fire protection bfp mahigit kabahayan nasunog nitong sabado mapalad umanong nasawi trahedya dikit-dikit gawa kahoy kabahayan mabilis kumalat apoy zone zone barangay kaum purnah patuloy imbestigasyon naganap mabilis namang ipinag-utos mayor cherry akbar social wor kers pamamahagi relief goods biktima sunog umapela publiko tulong salapi man pagkain nawalan tirahan
Cebu nasa state of calamity sa dengue,H,4,patuloy pagtaas kaso dengue inilagay state calamity buong lalawigan cebu aprubado cebu provincial board reso lusyon matapos maitala pagtaas kaso dengue lumampas enero provincial board member christopher baricuatro deklarasyon state calamity layon nitong magamit agad pondo upang mapigilan makontrol pagkalat naturang sakit iminungkahi provincial disaster risk reduction management office pdrrmo deklarasyon matapos i-ulat provincial health office pho biglaang pagtaas kaso dengue ene ro setyembre ngayong taon kumpara parehong panahon noong nakaraang taon noong nakalipas linggo umabot kaso pinakamataas naitalang lalawigan kasama rito pasyente pribadong ospital access pho pampublikong ospital
"Vice Mayor Paolo Duterte, dumalaw sa burol ng Lumad",P,5,inilibing ngayong hapon datu ruben labawan lider lumad naninirahan paquibato district davao dinalaw davao city vice mayor paolo duterte burol kahapon umaga recreation center davao city datu ruben labawan pinaslang katao sakay motorsiklo noong hulyo alas-kuwatro hapon brgy gredu panabo city davao del norte sugatan kasama romeo escosar galing meeting ambangan di nakikilalang armado nangako bise mayor tutulungan naulilang asawa biktima tutulong upang matukoy salarin mabigyan hustisya kamatayan datu labawan kilalang mabuting lider lumad pinagtangkaaang patayin noong nakaraang taon
Trahedya sa outing,D,1,nauwi trahedya masayang outing magpipinsan matapos malunod bata lumangoy malalim parte dagat kamakalawa bagasbas beach bayan daet camarines norte kinilala nasawing bata sina jake juanillo neil angelo moresca suwerte namang nasagip nakilalang sina rico james juanillo ryan jay juanillo pipok mo resca -anyos kasama lumangoy dagat pawang residente purok brgy camambugan nabatid bayan p almark mestiola daet pnp siyang hawak kaso dakong alas- umaga magka yayaang maligo magpipinsang menor-de-edad bagasbas beach matatagpuan cory aquino blvd purok brgy bagasbas kasama mag-asawang joel rogina juanillo napagalaman nawili pagligo magpipinsang bata pinakamatanda -an yos napansin napunta malalim parte dagat nakuha namang makasigaw makahingi tulong batang biktima agad silang sinaklolohan mag-asawang juanillo kasama mangingisda nakuhang masagip bata subalit lakas alon current dagat tuluyan nalunod
NBA: NUGGETS DUROG SA SPURS,S,6,umiskor kawhi leonard points nagdagdag rookie dejounte murray season-high naligtasan san antonio pregame injury pau gasol durugin denver nuggets - huwebes gabi nakalsuhan three-game winning streak nuggets kabila career-high points nikola jokic nilista leonard panlimang sunod -point performance matapos malaman naiboto starter western conference all-star game ikalawang sunod season happy hard work paying ani leonard another stepping point career hopefully keep going nilabas murray potensiyal nag laro career-high minutes kahalili iniinda point guard tony parker pilay susunod laro spurs pagkawala starting center gasol nabali palasingsingan kaliwang kamay non-shooting gasol masundot balikat kyle anderson tangkaing kumana running hook pregame warm-ups mahigpit hawak -year nba veteran kamay court x-rays nakumpirma bali spurs malalaman gaano kalala kailan mawawala gasol additional tests kinabukasan
ALAB: Pera ng bayan,S,6,matindi hamon butch ramirez opisyales nsas national sports association ipangako niyo edalyang ginto olympics bibig yan kayo pera hepe philippine sports commission psc poder butch maglaan pera ikauunlad pambansang sports itinatag batas psc tustusan gastusin atleta coaches trainers sinumang direktang kinalaman sports tutuusin matindi psc philippine olympic committee poc pilay poc sinikil psc pondong laan sports totoo lang direktamenteng nakikialam psc operasyon poc pera psc pera bayan tigilan kalakarang alipin poc psc depensa lagi psc wala itong magawa poc kinikilala international olympic committee ioc pinaikli nakasandal ioc poc katunayan makaramdam lang ioc nakikialam psc operasyon poc puwede nitong suspindihin poc makakasali olympic games lungkot solusyon butch ramirez kamay bakal pagrenda pondong laan poc-nsas lang ramirez tapos pagiging pasaway poc hangganan
"Bangka tumaob, 2 patay, pulis nawawala",D,1,patay civilian agent pulis nawawala matapos malunod tumaob bangka sinasakyan awtoridad aaresto sana high value target kriminal malakas hampas alon kamakalawa bayan lagonoy camarines sur patuloy isinasagawang search rescue operation philippine coast guard pcg bicol philippine maritime group posibleng pagkakatagpo spo edwin pagao nauna namatay matapos malunod civilian agent criminal investigation detection group cidg camarines sur kasama nakilalang sina tomas rentoy isagani dadis base ulat nakarating kahapon police regional office pro camp simeon ola dakong alas- umaga tumulak katao kinabibilangan tauhan cidg camarines sur civilian agent upang magtungo sana bayan garchitorena ulat nagtatago high value target kriminal subalit pagdating gitna karagatan sakop brgy mapid bayan lagonoy hinambalos bangkang de motor malalakas hampas alon dulot bagyong marce upang tumaob pasahero naka-life jacket kakulangan supply
AFP nalilito sa foreign policy ni Duterte,P,5,isiniwalat kahapon magdalo party-list rep gary alejano nalilito armed forces philippines afp foreign policy isinusulong pangulong rodrigo duterte partikular military alliance china nakakausap naman natin armed forces naramdaman natin confusion armed forces right apparent shift defense policy shift administration united states china ani alejano naman aniya masisisi organisasyon dati kinabibila ngan matagal samahan sundalo pilipinas amerika lalo defense strategy lalong pinatatag umano alyansa afp amerika isinagawang military exercise dati skill le vel sinasanay sundalo nakatutok pananakop china pilipinas maliban nag-aalinla ngan umano sundalo plano duterte bumili military hardware china posibleng magkaroon aniya matinding strategic impact afp
"Bombing ng shrine sa Pakistan, inako ng ISIS",T,7,inamin islamic state group naganap pagpapasabog malayong muslim shrine southwestern pakistan nabatid report isis siyang madugong pagpapasabog sufi shrine lasbela district balochistan miles karachi umaabot -katao nasawi mahigit sugatan naganap pagsabog opisyal nangyari pagsabog abala nana nampalataya devotional dance session bahagi seremonya shrine tinatayang -katao nagdarasal shrine maganap insidente binibisita nasabing shrine minority shiites sunni muslims ikinukonsidera militanteng grupo taliban islamic state nasabing gawi daw islam inaalam pagpapasabog suicide attack
Pag-veto sa nurse wage hike nilinaw ng Palasyo,P,5,humingi pang-una wa publiko malaca pag-veto pangulong benigno noynoy aquino iii salary increase nurse communications secretary sonny coloma mainam wain muna background konsteksto aksyon ngulong aquino katuwiran pag-veto pangulo makatarungang paunang sahod nurses sala ry grade maraming kapantay kasing halagang posisyon guro hanay posisyon pamahalaan paliwanag coloma naman naniniwala malaca ngayong nurses mag-a-abroad pag-veto salary hike demand ibang bansa nurses yung karanasan kaalaman espesyalidad magtrabaho muna pilipinas upang magkaroon sapat karanasan makapag-apply ibang bansa yun naman nangyayari kasalukuyan paliwanag coloma ipinaliwanag coloma maari namang maasam mataas sahod namamg umiiral performance-based compensation maayos lang magtrabaho iginiit coloma performance based compensation naitaas naman sahod nurse gayundin pang pro pesyon
